Rank,Map Name,Agent Name,alias,Year,Quarter,Month,Day,Sum of Ultimate Casts,Sum of TRN Performance Score,Sum of Traded,Sum of Thrifty,Sum of Team Aces,Sum of Rounds Won,Sum of Rounds Played,Sum of Rounds Lost,Sum of Round Ratio,Sum of Plants,Sum of Placement,Sum of Match Result Binary,Sum of KD Ratio,Sum of Last Deaths,Sum of Kills,Sum of KAST,Sum of Headshots Percentage,Sum of Headshots,Sum of Flawless,Sum of Grenade Casts,Sum of First Bloods,Sum of First Deaths,Sum of Ability 1 Casts,Sum of Ability 2 Casts,Sum of Assists,Sum of Clutches,Sum of Damage,Sum of Damage Delta Per Round,Sum of Damage Per Round,Sum of Damage Received,Sum of Dealt Bodyshots,Sum of Dealt Headshots,Sum of Deaths,Sum of Defuses,Sum of Econ Rating,Match Result
Platinum 3,Lotus,Killjoy,silver,2023,Qtr 3,August,26,3,694,3,5,7,8,21,13,0.615384615384615,4,3,0,1.2857142857142858,7,18,81,6.557377049180328,7,0,26,1,0,16,11,1,1,3011,30.428571428571427,143.38095238095238,2372,106,8,14,1,60,defeat
Platinum 3,Lotus,Omen,sp1cyn00dz,2024,Qtr 1,January,8,3,178,3,3,7,7,20,13,0.538461538461538,2,9,0,0.625,5,10,55,21.428571428571427,7,1,12,0,1,10,42,6,0,1993,-51.15,99.65,3016,32,9,16,0,38,defeat
Platinum 3,Lotus,Phoenix,a1ex,2024,Qtr 1,January,9,3,392,1,2,6,13,17,4,3.25,0,9,1,1.1428571428571428,1,8,65,24,6,2,1,0,2,16,19,2,0,1641,-19.88235294117647,96.52941176470588,1979,18,6,7,1,43,victory
Platinum 3,Lotus,Raze,shift,2023,Qtr 1,March,2,3,793,3,1,7,13,19,6,2.16666666666667,1,5,1,1.2727272727272727,2,14,84,16.666666666666664,7,4,12,2,2,6,20,3,0,2677,37,140.89473684210526,1974,40,8,11,0,63,victory
Platinum 3,Lotus,Raze,shift,2023,Qtr 3,August,26,3,579,3,5,9,8,21,13,0.615384615384615,0,5,0,1,0,15,76,18.51851851851852,9,0,11,4,4,14,19,3,0,3172,10.857142857142858,151.04761904761904,2944,42,10,15,0,61,defeat
Platinum 3,Lotus,Raze,shift,2024,Qtr 3,September,2,3,678,3,7,11,8,21,13,0.615384615384615,1,3,0,0.9375,2,15,76,24.137931034482758,11,1,15,3,0,11,20,8,1,3581,31.571428571428573,170.52380952380952,2918,37,14,16,0,66,defeat
Platinum 3,Lotus,Reyna,shift,2023,Qtr 3,September,19,3,511,4,3,10,10,23,13,0.769230769230769,1,6,0,0.9411764705882353,3,16,78,15.151515151515152,10,3,27,2,1,4,4,2,0,2950,-31.695652173913043,128.2608695652174,3679,54,10,17,0,53,defeat
Platinum 3,Lotus,Skye,justsimple,2023,Qtr 2,May,1,3,451,4,3,4,13,20,7,1.85714285714286,1,7,1,0.9333333333333333,2,14,65,8.928571428571429,4,0,4,3,1,12,30,9,0,2085,-27.55,104.25,2636,43,5,15,0,37,victory
Platinum 3,Lotus,Skye,justsimple,2024,Qtr 1,January,5,3,475,4,6,5,15,28,13,1.15384615384615,2,8,1,0.8333333333333334,3,15,71,8.571428571428571,5,4,3,0,1,18,53,11,0,3143,-3.357142857142857,112.25,3237,51,6,18,0,42,victory
Platinum 3,Lotus,Viper,silver,2023,Qtr 2,April,12,3,580,4,5,4,13,22,9,1.44444444444444,1,7,1,1,2,14,82,10.256410256410255,4,1,22,1,2,20,22,3,0,2403,-29.545454545454547,109.22727272727273,3053,28,4,14,0,43,victory
Platinum 3,Pearl,Brimstone,justsimple,2023,Qtr 1,February,21,3,266,2,1,2,12,26,14,0.857142857142857,4,9,0,0.65,1,13,58,6.896551724137931,2,0,4,1,3,6,56,9,0,2522,-38.19230769230769,97,3515,51,4,20,0,39,defeat
Platinum 3,Pearl,Brimstone,shift,2022,Qtr 4,November,20,3,617,3,3,8,13,20,7,1.85714285714286,6,9,1,1.0909090909090908,1,12,75,29.268292682926827,8,1,8,0,1,9,35,9,0,2539,13.5,126.95,2269,25,12,11,0,54,victory
Platinum 3,Pearl,Brimstone,shift,2022,Qtr 4,November,22,3,735,2,4,7,13,19,6,2.16666666666667,3,2,1,1.4166666666666667,1,17,74,13.114754098360656,7,2,4,2,1,9,28,4,0,2447,21.05263157894737,128.78947368421052,2047,47,8,12,0,56,victory
Platinum 3,Pearl,Brimstone,shift,2023,Qtr 1,February,26,3,609,3,8,6,13,23,10,1.3,4,7,1,1.0714285714285714,1,15,74,22.916666666666664,6,1,11,1,1,10,42,9,0,2851,12.304347826086957,123.95652173913044,2568,33,11,14,0,49,victory
Platinum 3,Pearl,Chamber,shift,2022,Qtr 4,October,9,3,704,0,6,13,10,23,13,0.769230769230769,0,3,0,1.4,3,21,74,20.51282051282051,13,2,12,4,1,10,19,5,2,3990,39.52173913043478,173.47826086956522,3081,50,16,15,3,71,defeat
Platinum 3,Pearl,Chamber,shift,2023,Qtr 3,August,21,3,822,6,4,12,13,24,11,1.18181818181818,2,4,1,1.2352941176470589,4,21,83,21.818181818181817,12,0,21,4,0,6,7,5,0,3981,28.625,165.875,3294,37,12,17,1,78,victory
Platinum 3,Pearl,Fade,justsimple,2022,Qtr 4,December,13,3,637,2,3,14,10,23,13,0.769230769230769,0,5,0,1.3333333333333333,1,20,70,23.61111111111111,14,2,21,3,5,5,24,4,0,4078,23.304347826086957,177.30434782608697,3542,48,17,15,0,66,defeat
Platinum 3,Pearl,Phoenix,pphead,2023,Qtr 1,January,16,3,832,3,4,9,10,12,2,5,0,2,1,1.7142857142857142,0,12,75,29.72972972972973,9,0,5,3,2,15,10,4,0,2242,57.333333333333336,186.83333333333334,1554,25,11,7,0,65,victory
Platinum 3,Split,Brimstone,shift,2023,Qtr 1,February,21,3,728,2,4,8,13,22,9,1.44444444444444,5,5,1,1.3333333333333333,1,16,86,20.930232558139537,8,1,14,0,1,11,47,10,2,2863,16,130.13636363636363,2511,29,9,12,0,54,victory
Platinum 3,Split,Cypher,silver,2023,Qtr 4,November,26,3,766,3,5,9,13,20,7,1.85714285714286,3,5,1,1.4166666666666667,2,17,85,19.607843137254903,9,0,36,1,1,22,19,5,1,2546,24.2,127.3,2062,33,10,12,0,56,victory
Platinum 3,Split,Cypher,silver,2023,Qtr 4,December,3,3,854,1,4,10,13,18,5,2.6,1,3,1,2.4285714285714284,3,17,83,18.333333333333332,10,3,32,1,1,21,17,3,0,2880,61,160,1782,43,11,7,2,68,victory
Platinum 3,Split,Gekko,justsimple,2023,Qtr 2,May,11,3,302,2,4,5,13,24,11,1.18181818181818,1,10,1,0.5263157894736842,2,10,67,18.867924528301888,5,1,10,2,2,12,21,6,0,2262,-52.458333333333336,94.25,3521,38,10,19,0,40,victory
Platinum 3,Split,Gekko,shift,2024,Qtr 1,March,26,3,465,6,3,5,13,23,10,1.3,2,9,1,0.6875,1,11,78,10.869565217391305,5,1,8,2,3,12,26,7,2,2177,-35.69565217391305,94.65217391304348,2998,38,5,16,3,37,victory
Platinum 3,Split,Jett,a1ex,2023,Qtr 1,February,4,3,854,2,2,14,13,22,9,1.44444444444444,1,1,1,1.7857142857142858,1,25,77,27.450980392156865,14,3,17,6,2,15,28,3,1,3987,42.31818181818182,181.22727272727272,3056,34,14,14,0,81,victory
Platinum 3,Split,Raze,shift,2023,Qtr 1,February,26,3,779,3,4,7,13,24,11,1.18181818181818,1,4,1,1.5,6,21,83,15.625,7,2,15,3,1,15,16,5,1,3398,26.375,141.58333333333334,2765,52,10,14,1,50,victory
Platinum 3,Split,Reyna,crocodiledundii,2024,Qtr 1,January,4,3,600,4,5,11,9,22,13,0.692307692307692,0,1,0,1.411764705882353,2,24,59,12.244897959183673,11,2,10,6,4,8,3,2,0,4477,26.045454545454547,203.5,3904,82,12,17,0,82,defeat
Platinum 3,Sunset,Cypher,justsimple,2024,Qtr 1,January,5,3,408,4,6,5,13,24,11,1.18181818181818,1,7,1,0.7777777777777778,2,14,62,8.823529411764707,5,0,37,1,3,38,23,7,2,3048,-24.625,127,3639,55,6,18,2,46,victory
Platinum 3,Sunset,Cypher,silver,2024,Qtr 3,September,11,3,636,6,3,9,10,23,13,0.769230769230769,1,7,0,1.1333333333333333,3,17,78,16.176470588235293,9,0,37,1,1,21,17,6,0,3257,25.26086956521739,141.6086956521739,2676,52,11,15,0,56,defeat
Platinum 3,Sunset,Cypher,silver,2024,Qtr 3,September,15,3,531,3,1,7,2,15,13,0.153846153846154,0,3,0,0.7857142857142857,3,11,73,12.5,7,0,26,1,1,20,15,2,0,2461,10.6,164.06666666666666,2302,43,7,14,0,60,defeat
Platinum 3,Sunset,Omen,justsimple,2023,Qtr 4,December,19,3,754,4,5,5,13,22,9,1.44444444444444,2,5,1,1.2307692307692308,2,16,82,9.836065573770492,5,1,8,0,0,12,44,12,0,2987,23.181818181818183,135.77272727272728,2477,53,6,13,0,62,victory
Platinum 3,Sunset,Omen,silver,2024,Qtr 3,September,20,3,557,2,1,10,6,19,13,0.461538461538462,0,3,0,1,8,17,74,20.689655172413794,10,0,3,2,1,13,37,6,0,2926,-11.68421052631579,154,3148,36,12,17,0,52,defeat
Platinum 3,Sunset,Raze,shift,2024,Qtr 1,March,23,3,635,3,6,6,13,24,11,1.18181818181818,1,7,1,1.1538461538461537,1,15,79,10.144927536231885,6,0,18,0,2,22,20,8,1,3108,9.791666666666666,129.5,2873,60,7,13,1,57,victory
Platinum 3,Sunset,Reyna,pphead,2024,Qtr 3,August,19,3,780,4,2,15,13,22,9,1.44444444444444,0,4,1,1.4375,2,23,73,27.11864406779661,15,1,26,4,2,2,15,1,0,3776,40.27272727272727,171.63636363636363,2890,39,16,16,1,72,victory
Platinum 3,Sunset,Reyna,shift,2024,Qtr 1,January,19,3,830,3,3,17,13,23,10,1.3,2,2,1,1.3125,1,21,74,24.691358024691358,17,1,31,6,2,5,7,10,1,4936,80.3913043478261,214.6086956521739,3087,58,20,16,0,82,victory
Platinum 3,Sunset,Reyna,shift,2024,Qtr 1,January,26,3,505,1,4,10,10,23,13,0.769230769230769,2,4,0,1,3,17,57,14.666666666666666,10,1,31,5,0,4,6,5,0,3599,23.26086956521739,156.47826086956522,3064,62,11,17,0,59,defeat
Silver 1,Ascent,Jett,pphead,2021,Qtr 1,February,26,3,1325,3,3,15,26,38,12,4.45714285714286,2,9,2,2.669230769230769,2,29,147,46.828609986504716,15,9,48,8,4,6,23,7,2,5018,38.32222222222222,262.56666666666666,4235,50,18,23,0,122,victory
Silver 1,Ascent,Jett,sp1cyn00dz,2021,Qtr 1,February,27,3,546,1,2,3,13,20,7,1.85714285714286,0,8,1,0.7142857142857143,1,10,80,6.521739130434782,3,1,2,2,1,4,8,4,4,1813,-22.8,90.65,2269,40,3,14,0,47,victory
Silver 1,Ascent,Jett,sp1cyn00dz,2021,Qtr 1,March,1,3,601,1,1,11,10,23,13,0.769230769230769,1,6,0,0.9444444444444444,1,17,74,17.46031746031746,11,0,11,3,1,3,12,3,0,3358,9.304347826086957,146,3144,49,11,18,0,56,defeat
Silver 1,Ascent,Phoenix,sp1cyn00dz,2021,Qtr 2,May,5,3,367,4,6,4,13,21,8,1.625,0,9,1,0.6923076923076923,1,9,57,13.88888888888889,4,0,1,1,3,5,7,2,0,1952,-19.904761904761905,92.95238095238095,2370,27,5,13,0,45,victory
Silver 1,Ascent,Raze,pphead,2021,Qtr 3,August,30,3,175,2,6,4,7,19,12,0.583333333333333,0,9,0,0.4444444444444444,1,8,47,14.285714285714285,4,0,16,0,8,10,12,5,0,2127,-47.526315789473685,111.94736842105263,3030,30,5,18,1,46,defeat
Silver 1,Ascent,Sova,crocodiledundii,2021,Qtr 2,June,15,3,364,5,5,6,10,23,13,0.769230769230769,0,8,0,0.8333333333333334,1,15,52,14.634146341463413,6,0,12,3,1,24,40,5,2,2665,-7.739130434782608,115.8695652173913,2843,32,6,18,1,49,defeat
Silver 1,Ascent,Sova,crocodiledundii,2021,Qtr 2,June,15,3,866,1,2,11,13,18,5,2.6,1,6,1,1.3636363636363635,3,15,94,27.906976744186046,11,1,12,0,1,23,29,9,0,2909,47.44444444444444,161.61111111111111,2055,28,12,11,0,78,victory
Silver 1,Ascent,Sova,pphead,2021,Qtr 3,September,22,3,691,1,7,10,12,26,14,0.857142857142857,2,4,0,1,1,17,77,25,10,1,13,2,4,32,33,12,0,4054,35.61538461538461,155.92307692307693,3128,32,12,17,0,58,defeat
Silver 1,Ascent,Sova,sp1cyn00dz,2021,Qtr 1,March,29,3,637,2,5,7,10,23,13,0.769230769230769,0,7,0,1.0666666666666667,3,16,78,13.20754716981132,7,0,9,3,1,7,23,11,1,3261,24.956521739130434,141.7826086956522,2687,45,7,15,1,62,defeat
Silver 1,Bind,Brimstone,pphead,2021,Qtr 3,August,20,3,513,5,2,10,8,21,13,0.615384615384615,1,3,0,0.8421052631578947,3,16,67,31.428571428571427,10,1,8,5,1,8,39,5,0,3027,4.9523809523809526,144.14285714285714,2923,21,11,19,0,54,defeat
Silver 1,Bind,Jett,pphead,2021,Qtr 1,February,22,3,945,4,6,27,13,28,15,0.866666666666667,0,1,0,2.2222222222222223,2,40,89,30.693069306930692,27,1,35,3,5,10,24,7,3,7431,105.71428571428571,265.39285714285717,4471,66,31,18,0,90,defeat
Silver 1,Bind,Jett,pphead,2021,Qtr 1,February,25,3,655,6,9,6,13,24,11,1.18181818181818,2,4,1,1.1666666666666667,1,21,75,13.23529411764706,6,0,22,3,3,6,12,3,2,3087,-9.416666666666666,128.625,3313,49,9,18,0,60,victory
Silver 1,Bind,Jett,sp1cyn00dz,2021,Qtr 2,April,8,3,529,0,4,8,7,20,13,0.538461538461538,0,4,0,1.1333333333333333,3,17,65,16.666666666666664,8,0,9,4,1,0,6,5,2,3992,20.85,199.6,3575,48,11,15,0,83,defeat
Silver 1,Bind,Phoenix,sp1cyn00dz,2021,Qtr 1,March,29,3,435,0,3,5,5,18,13,0.384615384615385,1,6,0,0.7333333333333333,4,11,67,7.6923076923076925,5,0,0,2,0,9,5,5,1,2727,-2.4444444444444446,151.5,2771,54,5,15,0,60,defeat
Silver 1,Bind,Sova,pphead,2021,Qtr 1,March,10,3,804,3,4,13,13,21,8,1.625,2,2,1,1.4285714285714286,1,20,71,25.396825396825395,13,2,8,1,3,20,35,11,3,3825,60.904761904761905,182.14285714285714,2546,42,16,14,1,78,victory
Silver 1,Bind,Sova,sp1cyn00dz,2021,Qtr 1,March,3,3,159,0,4,4,9,22,13,0.692307692307692,2,10,0,0.5294117647058824,5,9,55,14.285714285714285,4,1,7,0,1,4,14,5,0,1621,-59.81818181818182,73.68181818181819,2937,30,5,17,0,33,defeat
Silver 1,Bind,Sova,sp1cyn00dz,2021,Qtr 2,April,7,3,731,1,8,14,14,26,12,1.16666666666667,0,4,1,1.3571428571428572,3,19,77,28.78787878787879,14,2,11,3,1,5,33,6,1,3898,40.11538461538461,149.92307692307693,2855,46,19,14,0,70,victory
Silver 1,Bind,Sova,sp1cyn00dz,2021,Qtr 2,June,24,3,408,2,6,6,15,28,13,1.15384615384615,0,8,1,0.7,4,14,68,12.5,6,0,15,0,1,17,33,6,0,2853,-22.821428571428573,101.89285714285714,3492,43,7,20,0,41,victory
Silver 1,Bind,Viper,a1ex,2022,Qtr 4,October,4,3,587,2,4,15,15,28,13,1.15384615384615,2,2,1,1.4210526315789473,8,27,64,18.88888888888889,15,0,27,2,3,15,23,3,2,4185,15.107142857142858,149.46428571428572,3762,64,17,19,1,51,victory
Silver 1,Breeze,Killjoy,a1ex,2022,Qtr 3,September,26,3,640,2,5,11,9,22,13,0.692307692307692,1,2,0,1.3125,6,21,64,8.333333333333332,11,0,28,0,0,9,8,3,1,4172,53.77272727272727,189.63636363636363,2989,110,11,16,1,78,defeat
Silver 1,Breeze,Killjoy,a1ex,2022,Qtr 3,September,28,3,869,1,1,6,13,23,10,1.3,2,4,1,2.1,2,21,87,9.79020979020979,6,1,30,1,2,14,9,6,1,3607,49.91304347826087,156.82608695652175,2459,114,14,10,1,81,victory
Silver 1,Breeze,Killjoy,a1ex,2022,Qtr 3,September,30,3,356,3,5,5,8,21,13,0.615384615384615,0,7,0,0.8,2,12,62,9,5,2,19,2,3,11,7,4,0,2418,-10.476190476190476,115.14285714285714,2638,82,9,15,0,48,defeat
Silver 1,Breeze,Killjoy,a1ex,2022,Qtr 4,October,1,3,325,0,6,5,8,21,13,0.615384615384615,2,6,0,0.875,5,14,52,7.07070707070707,5,0,26,2,2,12,6,3,2,2509,-13.80952380952381,119.47619047619048,2799,78,7,16,1,42,defeat
Silver 1,Breeze,Killjoy,pphead,2021,Qtr 3,September,19,3,500,1,6,11,8,21,13,0.615384615384615,1,2,0,1.0666666666666667,2,16,52,15.238095238095239,11,0,17,1,4,14,8,7,2,3625,41.04761904761905,172.61904761904762,2763,86,16,15,0,73,defeat
Silver 1,Breeze,Killjoy,pphead,2021,Qtr 3,September,22,3,278,7,5,6,11,24,13,0.846153846153846,1,10,0,0.6111111111111112,1,11,67,19.047619047619047,6,0,13,0,1,11,7,5,0,2270,-46.041666666666664,94.58333333333333,3375,32,8,18,0,34,defeat
Silver 1,Breeze,Viper,pphead,2021,Qtr 3,September,22,3,347,2,5,8,6,19,13,0.461538461538462,3,5,0,0.8,4,12,53,20,8,0,13,0,2,8,17,4,2,2608,6.7368421052631575,137.26315789473685,2480,30,9,15,0,59,defeat
Silver 1,Breeze,Viper,pphead,2021,Qtr 3,September,28,3,419,2,5,13,11,24,13,0.846153846153846,2,5,0,1,3,19,58,32.6530612244898,13,1,17,0,4,11,17,2,2,3234,-8.416666666666666,134.75,3436,23,16,19,0,53,defeat
Silver 1,Breeze,Yoru,pphead,2021,Qtr 3,August,20,3,349,2,3,5,3,16,13,0.230769230769231,0,4,0,0.7333333333333333,3,11,44,15,5,1,6,3,2,12,17,1,0,2426,-1.375,151.625,2448,29,6,15,0,62,defeat
Silver 1,Breeze,Yoru,pphead,2021,Qtr 3,August,23,3,298,0,3,6,4,17,13,0.307692307692308,0,6,0,0.8666666666666667,0,13,41,18.181818181818183,6,0,3,4,4,9,9,0,1,2050,-20.058823529411764,120.58823529411765,2391,25,6,15,0,47,defeat
Silver 1,Fracture,Chamber,sp1cyn00dz,2023,Qtr 1,January,12,3,912,3,4,14,13,21,8,1.625,0,4,1,1.6153846153846154,4,21,86,26.785714285714285,14,1,18,3,1,1,7,3,1,3720,65.66666666666667,177.14285714285714,2341,38,15,13,1,66,victory
Silver 1,Fracture,Reyna,a1ex,2022,Qtr 4,October,18,3,569,5,3,6,13,22,9,1.44444444444444,7,8,1,0.7777777777777778,1,14,82,10.95890410958904,6,1,22,3,2,12,4,3,0,2683,-33.31818181818182,121.95454545454545,3416,52,8,18,0,40,victory
Silver 1,Fracture,Skye,pphead,2021,Qtr 3,September,28,3,312,2,6,5,13,19,6,2.16666666666667,0,7,1,0.6428571428571429,2,9,58,14.705882352941178,5,1,2,2,2,6,34,5,0,1687,-38.94736842105263,88.78947368421052,2427,25,5,14,1,40,victory
Silver 1,Haven,Killjoy,a1ex,2022,Qtr 3,September,28,3,664,2,3,12,13,20,7,1.85714285714286,4,3,1,1.0666666666666667,1,16,70,14.736842105263156,12,2,19,4,2,11,4,6,0,2938,11.6,146.9,2706,67,14,15,0,54,victory
Silver 1,Haven,Phoenix,crocodiledundii,2021,Qtr 2,June,16,3,976,3,2,10,13,19,6,2.16666666666667,1,2,1,1.8181818181818181,1,20,89,13.186813186813188,10,1,10,3,1,28,18,5,0,3915,81.63157894736842,206.05263157894737,2364,54,12,11,0,97,victory
Silver 1,Haven,Phoenix,pphead,2021,Qtr 3,September,22,3,121,5,2,5,7,20,13,0.538461538461538,0,10,0,0.35294117647058826,2,6,55,20,5,0,5,1,0,25,17,0,0,1534,-62.55,76.7,2785,13,5,17,0,26,defeat
Silver 1,Haven,Sova,sp1cyn00dz,2021,Qtr 1,February,25,3,547,1,5,3,13,23,10,1.3,0,9,1,0.7857142857142857,4,11,78,10.638297872340425,3,0,10,2,0,4,26,10,2,2281,-7.391304347826087,99.17391304347827,2451,36,5,14,0,45,victory
Silver 1,Haven,Sova,sp1cyn00dz,2021,Qtr 2,April,10,3,910,3,3,7,13,20,7,1.85714285714286,1,3,1,2.111111111111111,2,19,80,10.81081081081081,7,1,6,0,1,3,21,9,1,3492,86.65,174.6,1759,64,8,9,0,102,victory
Silver 1,Haven,Sova,sp1cyn00dz,2021,Qtr 2,May,8,3,593,1,2,10,14,26,12,1.16666666666667,1,6,1,1.3571428571428572,4,19,69,18.96551724137931,10,1,9,2,3,8,20,5,1,3464,23,133.23076923076923,2866,40,11,14,1,57,victory
Silver 1,Haven,Sova,sp1cyn00dz,2023,Qtr 1,January,12,3,356,6,6,12,13,28,15,0.866666666666667,0,9,0,0.8571428571428571,6,18,64,28.26086956521739,12,0,7,3,2,14,30,6,1,3143,-26.75,112.25,3892,32,13,21,0,39,defeat
Silver 1,Haven,Sova,sp1cyn00dz,2023,Qtr 3,July,3,3,538,1,5,6,13,20,7,1.85714285714286,0,7,1,0.7857142857142857,3,11,75,18.181818181818183,6,1,6,1,0,7,20,8,0,2285,-9.65,114.25,2478,26,6,14,0,47,victory
Silver 1,Haven,Viper,silver,2021,Qtr 1,March,5,3,575,1,2,8,11,24,13,0.846153846153846,4,3,0,1.3571428571428572,4,19,67,11.594202898550725,8,0,20,2,0,13,23,2,1,4225,18.708333333333332,176.04166666666666,3776,51,8,14,2,74,defeat
Silver 1,Haven,Viper,silver,2021,Qtr 1,March,8,3,299,3,4,6,7,20,13,0.538461538461538,4,7,0,0.8,5,12,60,15.555555555555555,6,0,17,1,1,9,19,4,1,2132,-23.65,106.6,2605,28,7,15,0,42,defeat
Silver 1,Icebox,Jett,crocodiledundii,2021,Qtr 4,November,10,3,893,2,4,9,13,19,6,2.16666666666667,1,3,1,2.25,2,18,79,23.214285714285715,9,2,14,4,0,12,11,4,1,3587,97.73684210526316,188.78947368421052,1730,37,13,8,2,112,victory
Silver 1,Icebox,Jett,pphead,2021,Qtr 1,February,27,3,581,1,2,6,10,23,13,0.769230769230769,2,7,0,0.8333333333333334,2,15,78,12.857142857142856,6,0,26,1,0,10,16,8,3,3095,-10.217391304347826,134.56521739130434,3330,55,9,18,0,57,defeat
Silver 1,Icebox,Jett,pphead,2021,Qtr 1,March,7,3,400,3,6,12,13,24,11,1.18181818181818,3,10,1,0.8235294117647058,2,14,62,31.11111111111111,12,3,18,2,4,6,13,3,2,2846,-6.5,118.58333333333333,3002,27,14,17,1,53,victory
Silver 1,Icebox,Jett,pphead,2021,Qtr 1,March,14,3,591,1,5,11,14,26,12,1.16666666666667,1,5,1,1.2222222222222223,1,22,69,15.053763440860216,11,0,18,4,1,7,9,4,3,3702,-5.423076923076923,142.3846153846154,3843,63,14,18,2,56,victory
Silver 1,Icebox,Jett,sp1cyn00dz,2021,Qtr 1,March,2,3,668,2,5,13,13,24,11,1.18181818181818,0,4,1,1.6153846153846154,0,21,75,20.28985507246377,13,0,1,1,3,4,13,5,1,5299,23.833333333333332,220.79166666666666,4727,48,14,13,1,96,victory
Silver 1,Icebox,Killjoy,a1ex,2022,Qtr 3,September,25,3,454,2,3,9,11,24,13,0.846153846153846,2,7,0,1,2,15,67,16.3265306122449,9,2,31,3,2,12,10,2,0,2746,-2.5,114.41666666666667,2806,75,16,15,0,47,defeat
Silver 1,Icebox,Killjoy,a1ex,2022,Qtr 3,September,27,3,665,2,4,11,8,21,13,0.615384615384615,5,4,0,0.8888888888888888,6,16,76,15.306122448979592,11,0,20,0,0,9,5,5,0,3625,24.61904761904762,172.61904761904762,3108,74,15,18,0,82,defeat
Silver 1,Icebox,Omen,pphead,2021,Qtr 1,March,2,3,483,2,5,7,13,24,11,1.18181818181818,6,8,1,0.631578947368421,2,12,75,16.363636363636363,7,0,4,1,0,14,51,10,3,2548,-31.666666666666668,106.16666666666667,3308,39,9,19,0,41,victory
Silver 1,Icebox,Phoenix,sp1cyn00dz,2021,Qtr 1,February,22,3,452,0,3,11,7,20,13,0.538461538461538,0,5,0,1.2307692307692308,3,16,55,23.404255319148938,11,1,1,3,2,4,5,0,0,3955,19.35,197.75,3568,33,11,13,0,77,defeat
Silver 1,Icebox,Sage,pphead,2021,Qtr 1,March,10,3,1467,6,9,12,26,36,10,5.41666666666667,10,11,2,1.8571428571428572,5,25,172,32.61047463175123,12,1,25,1,1,29,18,22,2,5649,-2.4458204334365323,311.3034055727554,5659,70,16,27,0,128,victory
Silver 1,Icebox,Sova,sp1cyn00dz,2021,Qtr 2,May,20,3,909,1,2,13,13,19,6,2.16666666666667,0,2,1,1.9090909090909092,3,21,79,20.634920634920633,13,0,4,2,1,4,23,2,0,3864,94.42105263157895,203.3684210526316,2070,48,13,11,0,78,victory
Silver 1,Icebox,Sova,sp1cyn00dz,2023,Qtr 1,January,17,3,825,3,2,12,13,16,3,4.33333333333333,1,4,1,1.4444444444444444,2,13,94,37.5,12,1,3,2,1,5,16,1,1,2111,34.3125,131.9375,1562,19,12,9,0,55,victory
Silver 1,Pearl,Killjoy,a1ex,2022,Qtr 3,September,25,3,283,2,5,6,13,28,15,0.866666666666667,4,9,0,0.6111111111111112,5,11,57,7.894736842105263,6,2,40,0,3,17,12,3,2,2956,-23.178571428571427,105.57142857142857,3605,97,9,18,1,41,defeat
Silver 1,Pearl,Viper,a1ex,2022,Qtr 3,September,26,3,675,4,6,8,12,26,14,0.857142857142857,3,4,0,0.95,4,19,77,10.483870967741936,8,0,23,2,2,14,19,10,1,3874,17.192307692307693,149,3427,91,13,20,0,49,defeat
Silver 1,Pearl,Viper,a1ex,2022,Qtr 4,October,14,3,411,1,7,7,11,24,13,0.846153846153846,3,7,0,0.7894736842105263,2,15,67,8.13953488372093,7,1,12,1,3,9,16,6,1,2990,-18.708333333333332,124.58333333333333,3439,70,7,19,2,48,defeat
Silver 1,Split,Killjoy,crocodiledundii,2021,Qtr 2,June,15,3,684,2,4,6,13,19,6,2.16666666666667,3,6,1,1.5,1,15,79,14.473684210526317,6,1,22,5,1,15,9,2,0,2007,0.10526315789473684,105.63157894736842,2005,58,11,10,0,50,victory
Silver 1,Split,Killjoy,pphead,2021,Qtr 3,September,22,3,872,2,7,11,13,20,7,1.85714285714286,2,1,1,2.1818181818181817,1,24,75,17.92452830188679,11,1,29,5,1,17,13,3,1,3836,92.6,191.8,1984,80,19,11,3,91,victory
Silver 1,Split,Omen,pphead,2021,Qtr 1,March,4,3,689,2,4,13,10,23,13,0.769230769230769,4,5,0,1,2,19,78,17.94871794871795,13,1,3,3,1,14,52,5,4,3559,16.82608695652174,154.7391304347826,3172,55,14,19,0,58,defeat
Silver 1,Split,Phoenix,sp1cyn00dz,2021,Qtr 2,June,24,3,110,4,3,5,7,20,13,0.538461538461538,0,9,0,0.35,2,7,55,13.953488372093023,5,0,4,1,5,12,5,5,0,1757,-104.3,87.85,3843,33,6,20,0,35,defeat
Silver 1,Split,Phoenix,sp1cyn00dz,2022,Qtr 1,January,4,3,141,3,2,6,8,21,13,0.615384615384615,2,10,0,0.5,3,8,57,14.285714285714285,6,0,4,2,2,5,4,4,0,1881,-75.61904761904762,89.57142857142857,3469,31,6,16,1,39,defeat
Silver 1,Split,Sova,sp1cyn00dz,2021,Qtr 2,May,24,3,397,3,7,7,13,23,10,1.3,1,9,1,0.8571428571428571,0,12,65,16.666666666666664,7,0,13,0,0,6,20,4,0,2213,-14.043478260869565,96.21739130434783,2536,37,8,14,1,43,victory
Silver 1,Split,Viper,pphead,2021,Qtr 3,September,19,3,943,3,6,15,13,23,10,1.3,3,2,1,2,3,26,87,21.052631578947366,15,1,19,4,2,11,22,5,0,4303,78.1304347826087,187.08695652173913,2506,53,16,13,0,86,victory
